"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","UNIT","COUNTRY_UPDATE_DATE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"IMF.RES:WEO(9.0.0)","MYS.GGSB_NPGDP.A","OBS_VALUE","Malaysia","Structural balance, General government, Percent","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","General government composition: General government also includes statutory bodies with individual budgets.","2025","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on budget numbers, discussion with the authorities, and IMF staff estimates","Cash","","","Central Government; State Government; Local Government","Nominal value","Loans; Securities Other than Shares","","Malaysian ringgit","","","","","","","","","","","","1.769","3.018","4.833","6.844","4.134","3.270","4.840","-0.087","-3.277","-6.777","-4.346","-4.152","-5.065","-3.920","-2.965","-2.788","-2.823","-2.885","-5.312","-4.704","-3.471","-3.444","-3.326","-2.528","-2.714","-2.684","-2.505","-3.483","-4.057","-4.018","-5.864","-5.193","-4.390","-3.657","-3.684","-3.367","-3.020","-2.740","-2.740","-2.734","-2.722"
"IMF.RES:WEO(9.0.0)","SGP.PCPIEPCH.A","OBS_VALUE","Singapore","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","Percent","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","2025","National Statistics Office","2024","","","","","No","","","","","","Singapore dollar","6.002","10.346","0.825","1.143","0.912","0.688","-1.379","1.525","1.407","3.312","3.818","2.875","1.790","2.555","2.876","0.842","1.998","2.048","-1.428","0.678","2.062","-0.589","0.436","0.746","1.311","1.268","0.812","3.838","5.352","-0.528","4.593","5.543","4.324","1.504","-0.063","-0.643","0.165","0.377","0.464","0.765","0.038","3.964","6.471","3.751","1.496","1.185","2.300","1.871","1.971","1.971","1.971","1.971"
"IMF.RES:WEO(9.0.0)","PHL.GGXONLB_NGDP.A","OBS_VALUE","Philippines","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","9/22/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Latest actual data: Data accommodates actual figures for national government revenue and expenditure, but reflects projections for local governments and social security institutions. Historical data source: Department of Finance. Manual used: The general government operations is presented using the GFSM 2014 format. Detailed information for the central (national) and local governments is still available in the GFSM 1986 format. Basis of recording: Classification of revenues and expenses is based on GFSM 2001, but the accounting method is on a cash basis. General government composition: Local governments comprise provinces, cities, and municipalities. Instruments included in gross and net debt: There is no information on the government's unfunded pension liabilities, thus, gross debt (GGXWDG) does not include that information.","2025","Ministry of Finance or Treasury","","January/December","","Revenue projections reflect the IMF staff s macroeconomic assumptions and incorporate the updated data. Expenditure projections are based on budgeted figures, institutional arrangements, and current data in each year.","Cash","","","Central Government; Local Government; Social Security Funds","Nominal value","Loans; Securities Other than Shares","","Philippine peso","","","","","","","","","","3.543","4.269","4.235","3.938","4.450","4.505","4.202","4.514","4.030","2.588","1.362","0.854","1.165","0.618","1.330","2.121","3.424","4.563","3.271","3.272","0.599","0.653","2.094","2.291","2.738","3.475","2.107","1.036","0.876","0.169","0.067","-3.727","-4.429","-3.498","-2.106","-1.858","-1.184","-0.850","-0.022","0.307","0.628","1.064","1.124"
"IMF.RES:WEO(9.0.0)","PLW.TXG_RPCH.A","OBS_VALUE","Palau, Republic of","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Methodology used to derive volumes: Deflation by survey-based price indexes. Formula used to derive volumes: EX/IM volumes are derived from values and price indices. Trade system: General trade. Excluded items in trade: In transit. Valuation of exports: Free on board (FOB). Valuation of imports: Cost, insurance, freight (CIF).","FY2023/24","Ministry of Finance or Treasury","FY2014/15","","No","","","","","","","","Secondary or refined products","US dollar","","","","","","","","","","","","","","","","","","","","","","64.032","32.607","-51.009","-14.233","56.289","21.748","-27.516","1.487","-34.164","24.820","0.459","9.569","-12.239","-6.561","-16.894","5.001","5.169","-2.861","-17.969","-57.341","-71.788","53.072","20.044","57.236","15.655","6.229","-1.509","-1.251","19.041","0.561","2.306"
"IMF.RES:WEO(9.0.0)","THA.GGXCNL.A","OBS_VALUE","Thailand","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Historical data source: Downloaded from the Fiscal Policy Office website. Reporting in calendar year: No. General government composition: Budgetary central government, extra budgetary funds, local government, and social security funds. Public debt coverage: debt of the central government, debt of non-financial public corporations, and guaranteed debt of financial public corporations. Valuation of debt: Book value.","FY2023/24","Ministry of Finance or Treasury","","October/September","","Fiscal Year","Accrual","","","Central Government; Local Government; Social Security Funds","Nominal value","Loans; Securities Other than Shares","","Thai baht","","","","","","","","","","","","","","","","124.784","123.995","-78.998","-293.639","-415.450","-86.907","-90.197","-359.373","122.030","74.736","161.992","154.046","19.457","78.122","-209.144","-113.609","10.706","-101.322","77.153","-91.953","25.501","59.246","-77.097","32.805","71.746","-709.726","-1075.834","-789.735","-341.440","-237.952","-360.305","-430.657","-386.134","-420.293","-467.225","-488.962","-512.421"
"IMF.RES:WEO(9.0.0)","PHL.PCPIEPCH.A","OBS_VALUE","Philippines","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","Percent","9/22/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Accessed via Haver","2025","National Statistics Office","2018","","","","","No","","","","","","Philippine peso","15.429","16.337","8.085","13.126","50.826","5.656","-0.336","7.047","9.566","15.248","18.178","13.305","7.576","7.042","10.855","8.309","7.397","6.378","10.072","3.922","8.595","3.668","2.048","2.372","7.130","5.990","4.239","3.464","7.860","4.453","3.618","4.239","2.871","3.721","1.906","0.770","2.183","2.885","5.296","2.367","3.276","3.078","8.054","3.936","2.901","1.801","4.050","3.000","3.000","3.000","3.000","3.000"
"IMF.RES:WEO(9.0.0)","SGP.NGDPD.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","US dollar","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2025","National Statistics Office","2015","January/December","Yes, from 2015","","","","","","","","","Singapore dollar","12.082","14.367","15.879","18.011","19.563","18.573","18.780","21.629","26.551","31.436","38.892","45.465","52.131","60.604","73.689","87.813","96.293","100.124","85.728","86.287","96.077","89.794","92.538","97.646","115.034","127.808","148.627","180.942","193.617","194.150","239.808","279.357","295.093","307.576","314.864","307.999","320.759","344.795","377.976","376.827","351.227","441.111","514.253","511.182","572.877","603.870","659.572","691.369","722.229","754.191","787.730","822.674"
"IMF.RES:WEO(9.0.0)","PLW.PPPGDP.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","0.179","0.190","0.190","0.201","0.214","0.221","0.228","0.220","0.207","0.204","0.217","0.226","0.227","0.240","0.263","0.270","0.266","0.270","0.276","0.263","0.242","0.258","0.271","0.311","0.340","0.361","0.379","0.398","0.416","0.431","0.448"
"IMF.RES:WEO(9.0.0)","THA.NGDPDPC.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","US dollar","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 1993","Annual CY data are constructed from quarterly data. Ratio splicing for years before 1993. Historical data source: National Economic and Social Development Board.","2025","Other","2002","January/December","Yes, from 1993","","","","","","","","","Thai baht","705.484","744.913","767.410","824.445","845.080","772.393","840.315","967.712","1160.538","1338.257","1564.175","1769.043","1999.204","2209.362","2491.433","2846.590","3043.982","2468.182","1845.829","2033.260","2005.977","1889.934","2089.752","2347.540","2641.563","2867.704","3331.320","3918.528","4309.135","4135.440","4973.863","5373.623","5725.528","6018.083","5801.198","5688.853","5833.577","6413.092","7099.777","7605.697","6983.034","7055.188","6910.010","7210.541","7386.636","8056.566","8105.068","8169.811","8392.110","8730.330","9092.478","9498.049"
"IMF.RES:WEO(9.0.0)","THA.TM_RPCH.A","OBS_VALUE","Thailand","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","Percent","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Historical data source: Downloaded via CEIC. Methodology used to derive volumes: WEO data and assumptions for prices of main traded commodities and export deflators of main trading partners. Trade system: General trade. Excluded items in trade: Smuggled goods and products procured on carriers at sea. Valuation of exports: Free on board (FOB). Valuation of imports: Free on board (FOB).","2024","Central Bank","2007","","No","","","","","","","","Primary or unrefined products; Secondary or refined products; Other","Thai baht","2.834","5.442","-12.922","23.600","1.021","-8.187","4.958","27.063","32.747","21.581","23.682","12.950","8.968","11.778","15.749","19.968","-0.605","-11.298","-21.647","10.489","27.118","-5.496","6.221","11.096","20.305","16.190","2.943","4.200","11.399","-20.772","22.956","12.400","5.629","1.681","-5.298","0.004","-0.992","6.227","8.274","-5.167","-13.911","17.874","3.431","-2.452","5.670","6.654","0.450","2.675","2.595","2.646","2.652","2.820"
"IMF.RES:WEO(9.0.0)","SGP.NGSD_NGDP.A","OBS_VALUE","Singapore","Gross national savings, Percent of GDP","Annual","Units","Percent","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2025","National Statistics Office","2015","January/December","Yes, from 2015","","","","","","","","","Singapore dollar","31.678","34.050","37.781","42.826","44.869","41.209","38.350","36.043","40.741","43.535","43.733","44.700","46.744","43.979","48.198","50.378","49.667","53.740","53.282","49.895","46.246","42.042","39.951","41.527","42.204","44.767","49.273","50.209","45.243","43.763","50.592","48.910","46.906","45.687","47.380","44.046","44.370","45.669","40.341","39.795","40.628","43.371","40.802","37.522","39.050","39.200","40.630","40.697","42.060","41.711","42.314","43.046"
"IMF.RES:WEO(9.0.0)","THA.GGSB.A","OBS_VALUE","Thailand","Structural balance, General government, Domestic currency","Annual","Billions","Domestic currency","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Historical data source: Downloaded from the Fiscal Policy Office website. Reporting in calendar year: No. General government composition: Budgetary central government, extra budgetary funds, local government, and social security funds. Public debt coverage: debt of the central government, debt of non-financial public corporations, and guaranteed debt of financial public corporations. Valuation of debt: Book value.","FY2023/24","Ministry of Finance or Treasury","","October/September","","Fiscal Year","Accrual","","","Central Government; Local Government; Social Security Funds","Nominal value","Loans; Securities Other than Shares","","Thai baht","","","","","","","","","","","","","","","","162.051","74.214","-114.412","-254.398","-356.084","-46.117","-41.057","-290.157","117.013","62.710","148.357","131.507","-1.383","19.613","-128.652","-135.841","-6.946","-59.646","16.441","-79.798","56.504","87.802","-73.556","0.009","48.011","-587.034","-925.650","-710.454","-289.012","-194.768","-327.992","-405.572","-378.442","-419.602","-467.225","-488.962","-512.421"
"IMF.RES:WEO(9.0.0)","PHL.PCPI.A","OBS_VALUE","Philippines","All Items, Consumer price index (CPI), Period average","Annual","Units","Index","9/22/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Accessed via Haver","2025","National Statistics Office","2018","","","","","No","","","","","","Philippine peso","6.258","7.076","7.712","8.117","11.905","14.669","14.621","15.066","16.909","18.831","21.317","25.442","27.625","29.492","33.175","35.467","38.408","40.558","44.358","47.108","50.192","52.900","54.358","55.567","58.233","62.100","65.483","67.392","72.925","76.017","78.858","82.600","85.208","87.417","90.558","91.183","92.308","94.942","99.983","102.375","104.825","108.942","115.283","122.175","126.100","128.192","133.669","138.004","142.205","146.471","150.865","155.391"
"IMF.RES:WEO(9.0.0)","THA.PPPSH.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","Percent","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","0.572","0.592","0.621","0.639","0.647","0.654","0.668","0.704","0.764","0.828","0.888","0.942","0.923","0.985","1.035","1.079","1.099","1.027","0.924","0.934","0.928","0.937","0.968","1.001","1.012","1.008","1.006","1.008","0.997","0.997","1.019","0.990","1.029","1.022","0.998","0.996","0.999","1.003","1.015","1.016","0.979","0.924","0.915","0.906","0.903","0.894","0.882","0.872","0.864","0.859","0.854","0.850"
"IMF.RES:WEO(9.0.0)","SGP.GGXCNL.A","OBS_VALUE","Singapore","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Under the Singaporean constitution, the government is not allowed to borrow to finance its operating expenditure. Government debt is issued to deepen the domestic market, to meet the investment needs of the Central Provident Fund, and to provide individuals a long-term savings option. Historical data source: Data complemented with data from the Ministry of Finance or Treasury. Reporting in calendar year: No, Fiscal year data are mapped to calendar year as follows: CY(t) = 0.25*FY(t-1/t) + 0.75*FY(t/t+1). Basis of recording: Authorities use cash accounting. General government composition: There is no local government in Singapore and thus the general government only includes central government.","FY2024/25","National Statistics Office","","April/March","","FY2025 projections are based on revised figures based on budget execution through the end of 2025. FY2026 projections are based on the budget released on February 12, 2026.","Cash","","","Central Government","Nominal value","Currency and Deposits; Shares and Other Equity; Securities Other than Shares","","Singapore dollar","","","","","","","","","","","1.425","0.546","2.382","4.428","8.731","6.167","2.734","8.487","3.413","7.837","7.754","1.914","3.734","1.184","4.085","5.571","5.269","19.783","9.691","-0.277","19.077","28.346","27.252","23.146","18.634","12.203","14.673","25.188","18.899","19.336","-33.112","6.942","8.469","23.939","29.306","33.574","27.888","25.889","22.991","19.979","18.163","19.301"
